,Users,Comments,labels
338,@ruirodtube,ballistic missile shoot move object yes likelihood hit ship low,0.0
339,@rainbow6978,thank goodness service men hurt,-1.0
340,@rockhenry-yy3vr,reporter willis injury casualty thing different thing,0.0
341,@drgonzo305,excellent insight really start seem like mouth need real good dose find,1.0
342,@theylied1776,everyone know academy use call blackwater,0.0
343,@theeraphatsunthornwit6266,kind ballistic missile mind,0.0
344,@Ibanezed210,accord post similar thread yemeni right defend theirselves arrogance lack intelligence eye opening,0.0
345,@davidreidenberg9941,missile ballistic missile,0.0
346,@DagNeb_It,hear sound jet take drop bomb good luck,0.0
347,@Mike-rf5tz,united state missile destroyer give chase ultimately able obtain surrender hijacker lol choice turn chum,-1.0
348,@thomasromanelli2561,reasonably certain nder terrorist typically dont posse ballistic missile inventory mischief hopefully state department remind iran happy naval aviator keep appreciate regular target practice,0.0
349,@BryanSpringborn,could imagine chase u navy destroyer lot skid mark,0.0
350,@edgar.n,sound like good game battleship,0.0
351,@pulda015,correction retraction military leadership say missile werent fire ship,0.0
352,@-Bill.,highest concentration bot ive ever see youtube comment section wif try scam,-1.0
353,@user-tg7fx9yt4q,turkey make great contribution impact stop war include prisoner exchange thank turkey,1.0
354,@piney75,truly amaze someone marry time hows red flag someone,-1.0
355,@sandycchen6419,great review remind u true criminal,-1.0
356,@WhiteGirlsChinaWieners.com_827,viewer let acknowledge dedication talent hard work invest extend thanks anubimon best rescue team outstanding effort commitment add mean friendship significance hope work appreciate salute professional articulate coverage provide crucial recent relevant information credible journalism fair unbiased report along objective professionalism result comprehensive profound analysis set high standard journalism,1.0
357,@griceltorres7701,wish would also hold responsible help cover first murder,0.0
358,@roberthopkins3621,stacy well draw knew third wife n't care,-1.0
359,@BillyColeII-dr6dk,great update cnnthanks,1.0
360,@EmiliaWeber205,video draw peterson man four wife suspect multiple murder currently trial plot kill man put behind bar kathleen sister reveals allegation abuse draw peterson police officer denies,0.0
361,@Samantha-lg1bw,peterson lawyer sleazeball one,0.0
362,@WhiteGirlsChinaWieners.com_827,viewer let appreciate substantial talent time effort invest project express thanks anubimon best rescue team remarkable work dedication imparts greater mean friendship significance hope work genuinely appreciate commitment salute professional articulate coverage provide crucial recent relevant information credible intelligent journalism fair unbiased report along objective professionalism ensure comprehensive insightful analysis,1.0
363,@Tboe905,amaze good cop live manipulate scenario time truth come light,1.0
364,@jennslifeinhuntingtonwv2678,donald trump say never ask god forgive he never do anything wrong sorta reminds,0.0
365,@PoorChoiceOfWords1224,suspect arrest shoot palestinian college student vermont police say official detail charge eat face police statement announce arrest describe case three incident aggravate assault apparently vermont crime attempt murder exist victim palestinian hypocrite american definition attempt murder vermont least non palestinian,-1.0
366,@franklindavid,police take time bring justice one,0.0
367,@shantimattie9916,kind deal man make devil arrogance lack feeling wow,-1.0
368,@estherzhu8413,poor little girl go horror unimaginable age glad survive back safety,1.0
369,@bobbieaton3530,god bless hope come without major issue hope grandma pa,1.0
370,@joannebottcher9779,thank sir thank water egypt thank return young people elderly release return home,1.0
371,@circleoflife3806,would go innocent fouryearold girl crazy heartless psychopath could,-1.0
372,@tandiparent1906,prayer involve side,1.0
373,@solschwarz5169,cant imagine empty home little girl return haunt horrific memory entire life,0.0
374,@user-qr5ml6lg1c,thank pray miracle,1.0
375,@Animegirllover_1987,thank lord god almighty release safe,1.0
376,@brendaparkerwright7481,thank jesus precious little girl return family,1.0
377,@edgartokman4898,case israel world mostly either ignore old familiar brutal scenario secure aggressive player care victor davis hanson,0.0
378,@tunegirlkris8012,thank god everyone,1.0
379,@ERDEMlR,bad people mean evil good people good people would test problem bad people bad people evil good people good people show resistance one day bad people declare good people bad,-1.0
380,@mikem3789,sweet innocent child may bring faith lord may come understand love father god available love,1.0
381,@pl2072,already damage kill parent,-1.0
382,@marymoriarity2555,oh god know poor little fouryearold child endure already mother father murder buy monster im hold captive day much child endure quite obvious child suffer mental issue quite likely rest life idea child see hear become part background rest life may rescue body spirit suffer forever hard say whether mental counseling help bring back member family murder,-1.0
383,@GastonsGuitarCovers,always happy see hostage free bitter sweet many surely go think intense trauma,0.0
384,@user-sf6ku3og7j,american child precious others pray peace,1.0
385,@Havenhazeha,release hostage israel bring happiness sorrow still many hostage hold hamas israel hope hostage release truce intend undermine military capability hamas,0.0
386,@IsaAC-ct5rx,information come less actually believe narrative,0.0
387,@haythamal-dokanji9547,first year old throw stone vehicle army occupies land terrorist un human right council condemn harsh treatment meted basically child second regard railway pipeline dream hero window normalize israel violently close barbarity indiscriminate bombardment gaza hamas barbaric,1.0
388,@oscobo,understand situation little one take account something difficult see afar state israel west bank gaza strip together three time smaller uruguay smallest country south america apart iguana time inhabitant uruguay give example within territory everyone think choose people god divine right live anyone else add fact large number inhabitant deep hatred exacerbated fanaticism pressure cooker ready explode always moment calm situation unlikely peace top power world whether west muslim world outside put pressure threaten take clear position one side one solution,-1.0
389,@common12,wolf particularly thick today question guy answer question wolf reframe question repeatedly guy give answer,0.0
390,@jamaalgill2740,n't guy say innocent palestinian gaza imagine somebody high government around world say israeli citizen,0.0
391,@Krispy1011,israeli hostage get go home nice house plenty food water palestinian get go home water electricity nothing crumb,0.0
392,@BrocDiamond,wolf really drop ball interview question start bomb know wont hit hostage,0.0
393,@KhalilGates,n't humorous say cruel regime n't allow anybody move without permission,-1.0
394,@habibdarboe4102,calm humble,1.0
395,@HumanBeingsRThinkingBeings,mind begs question nazi policy starvationdeath campsgas chamberspogromsethnic cleansingetc nationgovt policy starvationdeath campsgas chamberswhite phosphoruspogromsethnic cleansingetc,0.0
396,@paintedbunting3840,saddest heartbreaking part interview people live gaza strip dont care love friend care respect others religion tradition family holiday kid play together grow together grow old together figure coexist horrifically take away unforgivable moment find sad,-1.0
397,@nri5386,unpleasant man seem describe brutal regime suffer inflict palestinian decade think family child arrest feel imprison child deny family access kind people put child prison throw stone arm soldier occupier want kneel kiss foot truly barbaric regime country support atrocity include ashamed,-1.0
398,@london-vlog2981,sure hostage scar since hospital gaza food scare water scare,0.0
399,@Spearspot1,say good brother people cant understand somethings wrong,0.0
400,@helloaamir,every land sacred every people choose every life matter believe sanctity life save one like save humanity must express disagreement hero assertion one side release hostages release terrorist view side involve release hostage label yearly child bear concentration camp resort throw stone terrorist imprison without trail injustice overlook,-1.0
401,@sekoudiaby5514,answer question,0.0
402,@madworld6801,hard explain hostage walk smile face hug hold,1.0
403,@christmaschristmas9233,palestinian humanity deal israeli prisoner israelisdeal palestinian prisoner harshly indicate israeli criminality,-1.0
