,Users,Comments,labels
235,@kokoboomi,"The enjoyable wars are only in video games. In reality, wars bring sadness to the lost loved ones.",-1
236,@jackson857,Incredible footage.,1
237,@artempouriumarteveryonecan6703,Thank you for sharing this video about your brave team. My thoughts are with you daily.,1
238,@jacekpaszkowski2000,It's criminal to send men to battle without anti-tank weapons when the enemy has tanks.,0
239,@kennethwilson8633,We stand with Ukraine.,1
240,@johnmccluskey,It's about time you started reporting on this war again because the people of Ukraine need our help.,0
241,@zacharydavis4398,Thanks for spending the time to create and share this content awareness 🇺🇦,1
242,@rosemariebredahl9519,Thank you for not neglecting Ukraine!,-1
243,@markd9580,A 4 day pause in Gaza and now all of a sudden the Ukraine war is still going on,0
244,@vitalyv8920,"The sheer amount of approving and cheering comments by ordinary Russians in response to videos depicting the atrocities against civilians and prisoners of war in Ukraine were just as shocking to Ukrainians as the war itself. We had somehow grown accustomed to the war, but the realization of who we have been living alongside all this time without even knowing it is still horrifying. ",-1
245,@ama2339,This is real horror.. Not for everyone.,-1
246,@colinsmith3212,"Did you mean to say ""Never before seen on CNN?""  Because this vid has been out for days if not a week.",0
247,@tygik7383,They were there with them for a few hours and several wounded soldiers. The lifespan of the soldiers in the adivka must be only a few weeks,0
248,@jerrycornelius5986,"Zeluzhnyi said it was a deadlock not a stalemate. There is a big difference - deadlock is temporary, stalemate is permanent.",0
249,@astamano1274,SLAVA UKRAINE 🇺🇦,-1
250,@lani6647,"The UK MoD casualty estimate is just a reiteration of the Ukrainian estimate. I really don’t think it can be relied upon. Casualties are terrible sure, for both sides, but this is just guesswork, and when it’s by one of the combatants, probably exaggerated.",-1
251,@carolwilliams8511,Horrifying knowing this is not an action movie but real life.,-1
252,@mikecabral5608,God help Ukraine through the soul,1
253,@anatoliismikhula9501,"Guys, the front line in Ukraine where there are battles, like from New York to Florida. Another same distance in the trenches and there are troops. The total length of the front line is 2,500 kilometers (!)",0
254,@dredgerivers7730,There's no crow's nest; just a standard office building window at the top of a tall ladder.,0
255,@bugbunny1306,Since when is it a crime  to own a boat?,-1
256,@reginaerekson9139,3:56 maritime law is international.  Don’t sea worthy  vessels have identification or any Captains regularly sailing it?  It’s not a speedboat you drive yourself.  Like the kid that tracks Elons plane ,-1
257,@joerogain5025,"''When I look into Putin's                         eyes I see the KGB.''

Republican Senator John McCain",0
258,@TheDalk,Really. It’s so important to know what it’s like inside. Thanks for finding it. I know the Ukraine army appreciates it.,1
259,@MarkSHogan,No one needs a boat like that when there's so much real need to address.,0
260,@Gregoriosplace,"Those who start wars, rarely fight in them.",0
261,@jamesbohlman4297,"Watchit there Vlad, there are more than just pirates roaming the Black Sea.",-1
262,@EpicEntertainmentNetwork,Feels like 1 million bots talking about Amazon on here,0
263,@t.r.campbell6585,"Apparently, the media forgets that JFK had a yacht and I believe the British government has a yacht for the Royals.",0
264,@Randy-jz9ox,Vlad's mad that you're glad that you dicovered his rad ass skiff.  ahoy mf!,-1
265,@davecastro4589,50 mill.??? They use it to get to 700 hundred million dollar yachts!!!!,0
266,@JohnFreedman0,Lol 50 million yacht. That's a baby yacht. Really boasts of Russia's economic power.,0
267,@chelittle6433,Oh look a new yacht to seize.,0
268,@symbol8246,Weird. A report just came out about Zelensky having a 50 million dollar yacht.,0
269,@michaelalexander7168,So many things going on around the world and y’all worrying about a damn boat ,0
270,@utubeadrianno,"That’s not putting yacht, his yachts are called Scheherazade and Grace",0
271,@eyupdemirag2198,It is kinda smart to be early with AMK33X and understand Amazon in their biggest project they have ever done. They shape our world.,0
272,@joerogain5025,The Russian ruble is worth .01 or a measly penny..,-1
273,@djhightopfade4940,I think Zelensky's yachts are more important news to the American taxpayer.,0
274,@blondythesuperdog8825,Duh it's a yatch.. expensive one to.... 125 million.. given to him by his buddies.,0
275,@DavidJ2222,"Fun fact,  Ukraine lost bigly,  hail mother Russia 🇷🇺 ",-1
276,@nrakma,Repeat that please.,0
277,@joerogain5025,"Do you know that the average per capita income in Putin's Russia is $6,600.00 per year or $120.00 per week?",0
278,@swilhelm3180,232 FT?  That's a dinghy in Putin's world.  50 mil is nothing in the yachting world.,0
279,@KrustyKlown,Released on Bond ... why would he have ANY 1st Amendment Rights??,0
280,@user-sl4zc8kr6w,"Both guests are right.  I have to agree far more with your female guest. 
Those understandably cowardly senators also turned cowardly at safer times by not denouncing Trump because they would lose voters.  How understanding are we supposed to be?",-1
281,@howellhargett6317,"The First Amendment is a sacred privilege, not a last minute gratuitous excuse.",-1
282,@dral9657,Remember when trump want to have gag orders on the media and he uses NDA’s on all his staff as much as allowed .,0
283,@thebigstink9268,"If he wants to speak out he should do it on the witness stand under oath, but he won’t, guaranteed",0
284,@KeithJackson-ux7eh,Your honor how can I prove my innocence if I’m not allowed to threaten people??️,-1
285,@BG_36,It’s funny that dumpy chose to use the sections of the constitution that benefits him and ignores the parts that he wants to break,0
286,@fallenkeith5885,"I mean, isn't it literally illegal to threaten bodily harm to a judge or clerk?",0
287,@libbycollins9349,Absolutely right about the lack of shame.  Awful.,-1
288,@Arational,"Suspects under indictment lose some of their rights until the trial process is complete.
This is consistent with the 1st amendment.",0
289,@chilibeans7772,Knowing the difference between right and wrong comes in handy when claiming the first amendment.,0
290,@alex35agm,It doesn't give him the right to threaten people .,-1
291,@foxfriendzanimaltown9859,"You know I swear if this was a Canadian court someone such as Trump would have been ordered to undergo a psychiatric evaluation by now, I find it amazing that it's not happening!",-1
292,@floridacrackerguitartips6004,"A paraphrased view of Trump from a writer in England: He has no class, no charm, no humor, no coolness, no credibility, no compassion, no wit, no warmth, no wisdom, no subtlety, no sensitivity, no self-awareness, no humility, no honor, no honesty, no morality, and no grace. And while Trump may be laughable, he has never once said anything wry, witty or even faintly amusing. To lack humor is almost inhuman. If Doctor Frankenstein decided to make a monster assembled entirely from human flaws, he would make a Trump. Let's Go Jack Smith!",0
293,@dianneforit5409,Only Trump can yell 'fire' in a crowded theater...because he'd probably have lit it to claim the insurance.,0
294,@RM-nm3xn,"Do we know who the gop congressman were that wanted to impeach, but declined to out of fear? Their shame needs to follow them around forever. Their kids need to know that we know what their parents did.",0
295,@balrog322,Claims First Amendment protections but stated he wasn’t bound to defend the Constitution. Go figure.,0
296,@dragoneater6771,This kind of behavior from Trump should be expected but not acceptable. Anybody else would be sitting in jail until trial,0
297,@heatherpayne1995,"Any other defendant who did this to a judge would have been in jail pending trial a long time ago. There's no first amendment right intimidate witnesses, Judges, jurors, or prosecutors",0
298,@msknucb1762,Why haven't they asked specifically for American hostages? We are helping them... remember?️️,0
